1602	2014-10-02	24662	Count1	1.0.0	24663	cshl_uniq_tool	1.0.0
1602	2014-10-02	24657	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	24664		
1602	2014-10-02	24656	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	24665		
1603	2014-10-02	24675	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	24669	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1603	2014-10-02	24673	Cut1	1.0.2	24671	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1603	2014-10-02	24666	Cut1	1.0.2	24672	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1603	2014-10-02	24667	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	24673	Cut1	1.0.2
1603	2014-10-02	24691	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	24675	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1603	2014-10-02	24680	toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.0	1.0.0	24676	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	5.0.0
1603	2014-10-02	24682	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzzpro38/5.0.0	5.0.0	24679	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	5.0.0
1603	2014-10-02	24684	toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.0	1.0.0	24681	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	5.0.0
1603	2014-10-02	24683	Grep1	1.0.1	24682	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzzpro38/5.0.0	5.0.0
1603	2014-10-02	24694	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/0.0.1	0.0.1	24697	Cut1	1.0.2
1603	2014-10-02	24678	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	5.0.0	24700		
1603	2014-10-02	24679	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	5.0.0	24701		
1625	2014-10-08	25192	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/0.3.1	0.3.1	25195		
1633	2014-10-09	25388	Filter1	1.1.0	25387		
1635	2014-10-10	25393	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1		25390		
1635	2014-10-10	25400	toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.1		25397	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	
1635	2014-10-10	25406	macs2_callpeak		25401	toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.1	
1635	2014-10-10	25403	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.1.0		25401	toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.1	
1635	2014-10-10	25405	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.1.0		25402	toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2	
1639	2014-10-13	25430	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0	1.1.0	25421	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2
1639	2014-10-13	25430	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0	1.1.0	25422	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2
1639	2014-10-13	25430	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0	1.1.0	25424	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2
1639	2014-10-13	25430	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0	1.1.0	25429	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2
1639	2014-10-13	25426	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2	25437		
1640	2014-10-14	25447	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2	25445	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
1640	2014-10-14	25450	toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.0	1.0.0	25446	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2
1640	2014-10-14	25449	toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.0	1.0.0	25447	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2	0.2
1645	2014-10-16	25499	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	1.0.0	25482	Cut1	1.0.2
1645	2014-10-16	25484	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	25486	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1645	2014-10-16	25516	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	25490	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1645	2014-10-16	25506	Extract_features1	1.0.0	25500	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/0.3.1	0.3.1
1645	2014-10-16	25483	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	25508	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1645	2014-10-16	25498	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	1.0.0	25512	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	1.0.0
1645	2014-10-16	25513	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	1.0.0	25515	Cut1	1.0.2
1645	2014-10-16	25500	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/0.3.1	0.3.1	25522		
1645	2014-10-16	25501	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0	5.0.0	25523		
1646	2014-10-16	25558	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	25532	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
1646	2014-10-16	25544	Grep1	1.0.1	25536	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0	5.0.0
1646	2014-10-16	25545	Extract_features1	1.0.0	25537	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/0.3.1	0.3.1
1646	2014-10-16	25546	Grep1	1.0.1	25538	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0	5.0.0
1646	2014-10-16	25528	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	25547	Grep1	1.0.1
1646	2014-10-16	25536	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0	5.0.0	25560		
1655	2014-10-22	25777	toolshed.g2.bx.psu.edu/repos/iuc/bcftools/bcftools_view/0.1.19.0	0.1.19.0	25778	toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/0.0.3	0.0.3
1655	2014-10-22	25778	toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/0.0.3	0.0.3	25782		
1660	2014-10-27	25864	prokaryotic_ncbi_submission	0.1.1	25863	scaffold2fasta	0.1
1663	2014-10-27	25885	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.1.00	0.1.00	25884	toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.0.0	1.0.0
1667	2014-10-27	25904	wc_gnu	1.0.0	25902	Grouping1	2.1.0
1668	2014-10-29	25913	toolshed.g2.bx.psu.edu/repos/bgruening/openbabel/ctb_compound_convert/0.1	0.1	25911	toolshed.g2.bx.psu.edu/repos/bgruening/openbabel/ctb_change_title/0.0.1	0.0.1
1668	2014-10-29	25914	toolshed.g2.bx.psu.edu/repos/bgruening/openbabel/ctb_compound_convert/0.1	0.1	25912	toolshed.g2.bx.psu.edu/repos/bgruening/openbabel/ctb_change_title/0.0.1	0.0.1
1668	2014-10-29	25916	toolshed.g2.bx.psu.edu/repos/bgruening/chemfp/ctb_chemfp_mol2fps/0.2.0	0.2.0	25914	toolshed.g2.bx.psu.edu/repos/bgruening/openbabel/ctb_compound_convert/0.1	0.1
1668	2014-10-29	25918	toolshed.g2.bx.psu.edu/repos/bgruening/simsearch/ctb_simsearch/0.1.1	0.1.1	25916	toolshed.g2.bx.psu.edu/repos/bgruening/chemfp/ctb_chemfp_mol2fps/0.2.0	0.2.0
1668	2014-10-29	25908	comp1	1.0.2	25917	Filter1	1.1.0
1669	2014-10-30	25921	toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2		25919		
1669	2014-10-30	25922	Remove beginning1		25920	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7	
1669	2014-10-30	25927	cshl_word_list_grep		25926	Cut1	
1669	2014-10-30	25931	Filter1		25929	Grouping1	
1669	2014-10-30	25933	Cut1		25932	cat1	
1669	2014-10-30	25935	cshl_sort_header		25934	cshl_word_list_grep	
1671	2014-10-30	25955	cat1	1.0.0	25953	Filter1	1.1.0
1671	2014-10-30	25958	Cut1	1.0.2	25955	cat1	1.0.0
1671	2014-10-30	25961	Remove beginning1	1.0.0	25960	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7	0.0.7
1671	2014-10-30	25962	Grouping1	2.1.0	25961	Remove beginning1	1.0.0
1671	2014-10-30	25966	cshl_sort_header	0.1	25967	cshl_word_list_grep	1.0.0
1672	2014-10-30	25976	cshl_word_list_grep		25972	Filter1	
1672	2014-10-30	25978	Grouping1		25976	cshl_word_list_grep	
1672	2014-10-30	25979	Cut1		25978	Grouping1	
1672	2014-10-30	25980	cshl_word_list_grep		25979	Cut1	
1673	2014-10-30	25990	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7		25982		
1673	2014-10-30	25988	toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0		25982		
1673	2014-10-30	25994	cshl_word_list_grep		25992	mergeCols1	
1683	2014-10-31	26101	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	26108		
1683	2014-10-31	26102	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	26110		
1687	2015-01-16	26134	cshl_word_list_grep	1.0.0	26131	Cut1	1.0.2
1687	2015-01-16	26133	sort1	1.0.3	26134	cshl_word_list_grep	1.0.0
1687	2015-01-16	26135	Remove beginning1	1.0.0	26136	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7	0.0.7
1687	2015-01-16	26139	Cut1	1.0.2	26140	toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1/1.0.1	1.0.1
1687	2015-01-16	26141	cshl_word_list_grep	1.0.0	26142	Filter1	1.1.0
1687	2015-01-16	26136	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7	0.0.7	26144		
1689	2014-11-03	26160	cshl_find_and_replace		26158	cshl_awk_tool	
1689	2014-11-03	26165	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		26159	toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1/1.0.0	
1689	2014-11-03	26166	Count1		26164	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	
1691	2014-11-03	26183	cshl_awk_tool		26180		
1691	2014-11-03	26188	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		26184	toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1/1.0.0	
1691	2014-11-03	26187	CONVERTER_interval_to_bed_0		26186	cshl_find_and_replace	
1691	2014-11-03	26189	Count1		26188	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	
1692	2014-11-03	26193	cshl_awk_tool		26191		
1692	2014-11-03	26194	toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1/1.0.0		26192		
1692	2014-11-03	26195	cshl_find_and_replace		26193	cshl_awk_tool	
1692	2014-11-03	26197	CONVERTER_interval_to_bed_0		26196	cshl_find_and_replace	
1692	2014-11-03	26199	Count1		26198	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	
1693	2014-11-03	26207	cshl_find_and_replace		26205	cshl_find_and_replace	
1693	2014-11-03	26210	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		26207	cshl_find_and_replace	
1694	2014-11-03	26213	cshl_awk_tool		26211		
1694	2014-11-03	26218	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		26214	toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1/1.0.0	
1694	2014-11-03	26218	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		26216	cshl_find_and_replace	
1694	2014-11-03	26220	barchart_gnuplot		26219	Count1	
1696	2014-11-03	26232	cshl_awk_tool		26230		
1696	2014-11-03	26235	cshl_find_and_replace		26234	cshl_find_and_replace	
1696	2014-11-03	26238	Count1		26237	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	
1697	2014-11-03	26241	cshl_awk_tool		26239		
1698	2014-11-03	26255	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		26253	cshl_find_and_replace	
1699	2014-11-03	26266	barchart_gnuplot	1.0.0	26265	Count1	1.0.0
1701	2014-11-03	26280	cshl_find_and_replace	1.0.0	26278	cshl_awk_tool	1.0.0
1702	2014-11-03	26288	Count1		26287	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	
1704	2014-11-03	26296	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	1.0.0	26294		
1708	2014-11-03	26318	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		26314	cshl_find_and_replace	
1709	2014-11-03	26331	barchart_gnuplot		26329	Count1	
1710	2014-11-03	26338	Count1		26337	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	
1710	2014-11-03	26342	wc_gnu		26341	Cut1	
1715	2014-11-04	26404	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.19.0	2.19.0	26410		
1715	2014-11-04	26402	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.19.0	2.19.0	26410		
1718	2014-11-04	26445	deseq2_single		26441		
1718	2014-11-04	26445	deseq2_single		26441		
1718	2014-11-04	26450	hgv_david		26449	Show beginning1	
1719	2014-11-04	26455	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.4.1		26451	toolshed.g2.bx.psu.edu/repos/iuc/samtools_sort/samtools_sort/1.0.1	
1720	2014-11-04	26473	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6		26459		
1720	2014-11-04	26471	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52		26468	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	
1720	2014-11-04	26474	toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.6		26470	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7	
1721	2014-11-04	26489	deseq2_single		26484		
1721	2014-11-04	26489	deseq2_single		26486		
1721	2014-11-04	26492	Show beginning1		26489	deseq2_single	
1721	2014-11-04	26493	hgv_david		26492	Show beginning1	
1728	2014-11-05	26536	toolshed.g2.bx.psu.edu/repos/iuc/gemini/gemini_pathways/0.10.0.0		26532		
1734	2014-11-05	26572	toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.1	0.0.1	26571	toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/freebayes-0.9.14	freebayes-0.9.14
1734	2014-11-05	26573	toolshed.g2.bx.psu.edu/repos/iuc/vt_variant_tools/vt_normalize/0.1.0	0.1.0	26572	toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.1	0.0.1
1734	2014-11-05	26575	toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpSift_filter/3.4	3.4	26574	toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/3.4	3.4
1736	2014-11-05	26588	toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/3.4		26587	toolshed.g2.bx.psu.edu/repos/iuc/vt_variant_tools/vt_normalize/0.1.0	
1741	2014-11-05	26620	toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/freebayes-0.9.14	freebayes-0.9.14	26619		
1744	2014-11-05	26650	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0		26645		
1744	2014-11-05	26657	macs2_callpeak		26648		
1744	2014-11-05	26656	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.1.0		26648		
1744	2014-11-05	26655	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.1.0		26648		
1744	2014-11-05	26652	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BamIndexStats/1.56.0		26648		
1746	2014-11-05	26691	deseq2_single		26682		
1746	2014-11-05	26691	deseq2_single		26683		
1746	2014-11-05	26691	deseq2_single		26684		
1746	2014-11-05	26691	deseq2_single		26685		
1746	2014-11-05	26691	deseq2_single		26688		
1746	2014-11-05	26693	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.4.1		26690	toolshed.g2.bx.psu.edu/repos/iuc/samtools_sort/samtools_sort/1.0.1	
1746	2014-11-05	26695	hgv_david		26694	Show beginning1	
1747	2014-11-05	26697	toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/freebayes-0.9.14	freebayes-0.9.14	26696		
1748	2014-11-05	26705	toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.1	0.0.1	26704	toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/freebayes-0.9.14	freebayes-0.9.14
1749	2014-11-05	26720	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1		26709		
1749	2014-11-05	26720	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1		26710		
1749	2014-11-05	26722	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7		26717		
1750	2014-11-05	26740	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeGCBias/1.1.0		26729		
1750	2014-11-05	26746	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0		26729		
1750	2014-11-05	26746	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0		26730		
1750	2014-11-05	26746	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0		26733		
1750	2014-11-05	26748	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamFingerprint/1.1.0		26735		
1750	2014-11-05	26753	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.1.0		26736		
1750	2014-11-05	26756	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.1.0		26755	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0	
1751	2014-11-05	26770	deseq2_single		26765		
1751	2014-11-05	26770	deseq2_single		26765		
1751	2014-11-05	26774	hgv_david		26773	Show beginning1	
1753	2014-11-05	26785	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	26782		
1754	2014-11-05	26794	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52		26789		
1754	2014-11-05	26803	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6		26793		
1756	2014-11-05	26821	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6	0.6	26819	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
1756	2014-11-05	26822	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.1.0	1.1.0	26821	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6	0.6
1757	2014-11-08	26831	cshl_awk_replace_in_column	1.0.0	26826	Cut1	1.0.2
1757	2014-11-08	26829	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26828	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
1757	2014-11-08	26830	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26829	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
1757	2014-11-08	26832	cshl_awk_replace_in_column	1.0.0	26831	cshl_awk_replace_in_column	1.0.0
1757	2014-11-08	26834	cshl_awk_replace_in_column	1.0.0	26835	cshl_awk_replace_in_column	1.0.0
1757	2014-11-08	26840	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26837	Cut1	1.0.2
1757	2014-11-08	26827	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26841	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
1757	2014-11-08	26850	cshl_awk_replace_in_column	1.0.0	26843	cshl_awk_replace_in_column	1.0.0
1757	2014-11-08	26846	cshl_awk_replace_in_column	1.0.0	26847	cshl_awk_replace_in_column	1.0.0
1757	2014-11-08	26848	cshl_awk_replace_in_column	1.0.0	26849	cshl_awk_replace_in_column	1.0.0
1757	2014-11-08	26824	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26852		
1757	2014-11-08	26825	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26853		
1757	2014-11-08	26828	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26855		
1757	2014-11-08	26829	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26856		
1757	2014-11-08	26836	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26859		
1760	2014-11-12	26913	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26898	Cut1	1.0.2
1760	2014-11-12	26911	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26898	Cut1	1.0.2
1760	2014-11-12	26909	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26898	Cut1	1.0.2
1760	2014-11-12	26907	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26898	Cut1	1.0.2
1760	2014-11-12	26901	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26898	Cut1	1.0.2
1760	2014-11-12	26903	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26904		
1760	2014-11-12	26905	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26906		
1760	2014-11-12	26918	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	26919	Cut1	1.0.2
1760	2014-11-12	26923	toolshed.g2.bx.psu.edu/repos/agordon/datamash_wrapper/Datamash/1.0.5	1.0.5	26921	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
1760	2014-11-12	26924	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	26925		
1767	2014-11-12	27166	Filter1		27164	Convert characters1	
1767	2014-11-12	27165	Filter1		27164	Convert characters1	
1768	2014-11-12	27175	toolshed.g2.bx.psu.edu/repos/bgruening/glimmer3/glimmer_knowlegde-based/0.2		27174	toolshed.g2.bx.psu.edu/repos/bgruening/glimmer3/glimmer_build-icm/0.2	
1768	2014-11-12	27184	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0		27183	cshl_awk_replace_in_column	
1768	2014-11-12	27185	cshl_awk_replace_in_column		27184	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	
1768	2014-11-12	27191	cat1		27190	Cut1	
1769	2014-11-12	27197	toolshed.g2.bx.psu.edu/repos/bgruening/glimmer3/glimmer_knowlegde-based/0.2		27196	toolshed.g2.bx.psu.edu/repos/bgruening/glimmer3/glimmer_build-icm/0.2	
1769	2014-11-12	27201	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0		27200	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	
1769	2014-11-12	27205	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0		27204	cshl_awk_replace_in_column	
1769	2014-11-12	27207	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0		27206	cshl_awk_replace_in_column	
1769	2014-11-12	27208	Cut1		27207	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	
1769	2014-11-12	27210	Filter1		27209	cshl_awk_replace_in_column	
1769	2014-11-12	27212	Cut1		27211	Filter1	
1769	2014-11-12	27214	cshl_awk_replace_in_column		27213	cat1	
